Date,Open,High,Low,Close,Volume
6/5/2020 16:00:00,120.45,120.65,116.67,117.1,1528030
6/8/2020 16:00:00,116.6,119.22,116.08,116.8,1529822
6/9/2020 16:00:00,117.01,117.45,115.74,116.74,1657577
6/10/2020 16:00:00,117.28,117.28,113.3,114.31,1479028
6/11/2020 16:00:00,112.42,112.56,110.13,110.93,1587515
6/12/2020 16:00:00,113.2,113.54,108.02,110.6,1262995
6/15/2020 16:00:00,109,112.85,107.87,112.78,1161894
6/16/2020 16:00:00,115.28,115.45,111.58,113.87,820173
6/17/2020 16:00:00,114.84,114.98,112.94,113.7,1014598
6/18/2020 16:00:00,112.81,113.15,110.41,111.09,825812
6/19/2020 16:00:00,112.68,112.68,108.24,108.27,2434310
6/22/2020 16:00:00,108.71,109.98,107.26,109.91,1118196
6/23/2020 16:00:00,109.9,110.41,106.09,106.96,1578624
6/24/2020 16:00:00,106.43,107.99,103.46,104.55,1652164
6/25/2020 16:00:00,104.39,108.63,103.26,108.3,1746742
6/26/2020 16:00:00,108.13,110.8,107.53,110.22,1962859
6/29/2020 16:00:00,110.66,110.9,108.88,110.42,1478305
6/30/2020 16:00:00,110.46,114.5,110.38,113.96,1152420
7/1/2020 16:00:00,113.95,114.97,112.49,114.05,1159300
7/2/2020 16:00:00,114.95,116.86,114.4,116.04,854325
7/6/2020 16:00:00,117.09,118.99,117.09,118.37,1444587
7/7/2020 16:00:00,117.15,118.24,116.22,117.31,955958
7/8/2020 16:00:00,117.17,118,116.27,117.92,958286
7/9/2020 16:00:00,118,118.35,115.21,115.85,1460009
7/10/2020 16:00:00,116.02,117.39,115.91,116.82,851716
7/13/2020 16:00:00,119,123.3,118.5,119.14,2323641
7/14/2020 16:00:00,121.12,122.75,118.8,122.71,2193513
7/15/2020 16:00:00,123.76,124.2,119.77,122.24,1748623
7/16/2020 16:00:00,121.99,125.32,121.13,123.68,1576662
7/17/2020 16:00:00,123.95,126.88,123.81,125.11,1913563
7/20/2020 16:00:00,126.89,127.6,125.23,126.9,1275265
7/21/2020 16:00:00,127.22,129.06,126.54,128.61,1118207
7/22/2020 16:00:00,128.61,129.82,128.11,129.76,1259640
7/23/2020 16:00:00,126.96,131.81,125.37,127.6,1924712
7/24/2020 16:00:00,126.95,126.95,124,124.99,1195472
7/27/2020 16:00:00,124.84,126.25,123.68,124.04,1404899
7/28/2020 16:00:00,124.2,125.85,123.2,123.46,1104522
7/29/2020 16:00:00,124.74,126.96,124.26,126.2,1883197
7/30/2020 16:00:00,125.08,127.01,124.41,126.76,894447
7/31/2020 16:00:00,126.84,127.36,125,127.07,1132792
8/3/2020 16:00:00,127.73,130.7,127.4,130.01,1336415
8/4/2020 16:00:00,129.35,129.57,126.31,128.1,1159513
8/5/2020 16:00:00,128.43,128.71,126.14,127.06,759297
8/6/2020 16:00:00,127,127.17,123.28,124.51,1197404
8/7/2020 16:00:00,124.25,126.16,123.71,125.21,1102033
8/10/2020 16:00:00,124.78,124.99,120.99,121.24,1251928
8/11/2020 16:00:00,121.82,121.99,118.77,120.14,1240249
8/12/2020 16:00:00,120.49,121.79,119.45,121.15,810728
8/13/2020 16:00:00,120.74,121.77,119.82,121.75,650389
8/14/2020 16:00:00,121.23,121.61,119.39,120.01,827433
8/17/2020 16:00:00,120.39,121.76,119.69,120,933967
8/18/2020 16:00:00,120,120.43,119.2,120,782504
8/19/2020 16:00:00,120.95,120.95,117.28,117.66,1344446
8/20/2020 16:00:00,117.77,120.86,117.71,117.91,979579
8/21/2020 16:00:00,117.81,118.22,116.47,117.83,957561
8/24/2020 16:00:00,118.07,118.18,116.31,117.6,1158826
8/25/2020 16:00:00,117.94,119.43,116.78,118.33,1237930
8/26/2020 16:00:00,118.26,118.77,116.63,118.33,1800060
8/27/2020 16:00:00,109.22,111.8,104.1,110.01,5631757
8/28/2020 16:00:00,110.23,111.1,108.77,110.75,1527189
8/31/2020 16:00:00,110.13,112.29,110.11,111.24,1364619
9/1/2020 16:00:00,111.5,112.68,106.72,109.65,2857086
9/2/2020 16:00:00,110.38,111.44,108.91,110.69,2445855
9/3/2020 16:00:00,111.11,111.27,107.68,108.66,2845068
9/4/2020 16:00:00,108.97,109.74,106.95,108.89,1688709
9/8/2020 16:00:00,108.38,108.81,106.54,107.4,1513585
9/9/2020 16:00:00,108.26,108.65,106.98,107.05,1204645
