Date,Open,High,Low,Close,Volume
6/5/2020 16:00:00,317.23,321.27,317.16,319.34,150524674
6/8/2020 16:00:00,320.22,323.41,319.63,323.2,73641217
6/9/2020 16:00:00,320.3,323.28,319.36,320.79,77479228
6/10/2020 16:00:00,321.42,322.39,318.22,319,95000766
6/11/2020 16:00:00,311.46,312.15,300.01,300.61,209243560
6/12/2020 16:00:00,308.24,309.08,298.6,304.21,194678879
6/15/2020 16:00:00,298.02,308.28,296.74,307.05,135782724
6/16/2020 16:00:00,315.48,315.64,307.67,312.96,137627502
6/17/2020 16:00:00,314.07,314.39,310.86,311.66,83398944
6/18/2020 16:00:00,310.01,312.3,309.51,311.78,80828658
6/19/2020 16:00:00,314.17,314.38,306.53,308.64,135549624
6/22/2020 16:00:00,307.99,311.05,306.75,310.62,74649389
6/23/2020 16:00:00,313.49,314.5,311.61,312.05,68471246
6/24/2020 16:00:00,309.84,310.51,302.1,304.09,132813492
6/25/2020 16:00:00,303.47,307.64,301.28,307.35,89467968
6/26/2020 16:00:00,306.16,306.39,299.42,300.05,127961017
6/29/2020 16:00:00,301.41,304.61,298.93,304.46,79773260
6/30/2020 16:00:00,303.99,310.2,303.82,308.36,113394772
7/1/2020 16:00:00,309.57,311.89,309.07,310.52,72396542
7/2/2020 16:00:00,314.24,315.7,311.51,312.23,69344217
7/6/2020 16:00:00,316.37,317.68,315.56,317.05,61713828
7/7/2020 16:00:00,315.38,317.52,313.37,313.78,82909963
7/8/2020 16:00:00,314.61,316.3,312.7,316.18,54638596
7/9/2020 16:00:00,316.84,317.1,310.68,314.38,83354158
7/10/2020 16:00:00,314.31,317.88,312.76,317.59,57550365
7/13/2020 16:00:00,320.13,322.71,314.13,314.84,102997484
7/14/2020 16:00:00,313.3,319.76,312,318.92,93656951
7/15/2020 16:00:00,322.41,323.04,319.27,321.85,87196524
7/16/2020 16:00:00,319.79,321.28,319.09,320.79,54622520
7/17/2020 16:00:00,321.88,322.57,319.74,321.72,62774911
7/20/2020 16:00:00,321.43,325.13,320.62,324.32,56308849
7/21/2020 16:00:00,326.45,326.93,323.94,325.01,57498967
7/22/2020 16:00:00,324.62,327.2,324.5,326.86,57792915
7/23/2020 16:00:00,326.47,327.23,321.48,322.96,75737989
7/24/2020 16:00:00,320.95,321.99,319.25,320.88,73766597
7/27/2020 16:00:00,321.63,323.41,320.77,323.22,48292970
7/28/2020 16:00:00,322.43,323.64,320.85,321.17,57494979
7/29/2020 16:00:00,322.12,325.73,322.08,325.12,48454159
7/30/2020 16:00:00,321.9,324.41,319.64,323.96,61861714
7/31/2020 16:00:00,325.9,326.63,321.33,326.52,85210755
8/3/2020 16:00:00,328.32,329.62,327.73,328.79,53077948
8/4/2020 16:00:00,327.86,330.06,327.86,330.06,41917893
8/5/2020 16:00:00,331.47,332.39,331.18,332.11,42866354
8/6/2020 16:00:00,331.48,334.46,331.13,334.33,43679447
8/7/2020 16:00:00,333.28,334.88,332.3,334.57,57308270
8/10/2020 16:00:00,335.06,335.77,332.96,335.57,44282089
8/11/2020 16:00:00,336.85,337.54,332.01,332.8,69601087
8/12/2020 16:00:00,335.44,338.28,332.84,337.44,53826128
8/13/2020 16:00:00,336.61,338.25,335.83,336.83,41816146
8/14/2020 16:00:00,336.41,337.42,335.62,336.84,47260390
8/17/2020 16:00:00,337.94,338.34,336.85,337.91,35480974
8/18/2020 16:00:00,338.34,339.1,336.61,338.64,38733908
8/19/2020 16:00:00,339.05,339.61,336.62,337.23,68054244
8/20/2020 16:00:00,335.36,338.8,335.22,338.28,42207826
8/21/2020 16:00:00,337.92,339.72,337.55,339.48,55106628
8/24/2020 16:00:00,342.12,343,339.45,342.92,48588662
8/25/2020 16:00:00,343.53,344.21,342.27,344.12,38463381
8/26/2020 16:00:00,344.76,347.86,344.17,347.57,50790237
8/27/2020 16:00:00,348.51,349.9,346.53,348.33,58034142
8/28/2020 16:00:00,349.44,350.72,348.15,350.58,48588940
8/31/2020 16:00:00,350.35,351.3,349.06,349.31,66099183
9/1/2020 16:00:00,350.21,352.71,349.24,352.6,54999325
