Date,Open,High,Low,Close,Volume
6/5/2020 16:00:00,102.15,102.49,97.7,97.84,2019995
6/8/2020 16:00:00,98,103.6,98,103.43,1171231
6/9/2020 16:00:00,103.01,103.18,101.04,103.05,584352
6/10/2020 16:00:00,103.59,103.8,99.67,101.37,1092220
6/11/2020 16:00:00,101.28,101.36,96.67,97,1271618
6/12/2020 16:00:00,99,99.91,97.29,99.9,865199
6/15/2020 16:00:00,98.26,101.55,97.26,101.1,569608
6/16/2020 16:00:00,102.82,103.28,100.16,101.45,597999
6/17/2020 16:00:00,102.32,102.87,99.91,101.04,583854
6/18/2020 16:00:00,100.32,102.27,99.95,100.25,395453
6/19/2020 16:00:00,102.48,102.49,98.7,98.75,860620
6/22/2020 16:00:00,98.62,100.29,98.1,100.05,583803
6/23/2020 16:00:00,97.9,98.51,95.68,95.76,1040278
6/24/2020 16:00:00,94.78,96.24,93.65,93.76,889782
6/25/2020 16:00:00,93.82,95.24,93.02,95.09,770835
6/26/2020 16:00:00,94.02,94.13,91.25,91.51,1363037
6/29/2020 16:00:00,92.81,93.9,91.26,92.81,862272
6/30/2020 16:00:00,91.96,93.38,90.86,93.28,1048401
7/1/2020 16:00:00,93.45,97.39,93.09,96.46,1077952
7/2/2020 16:00:00,97.79,97.79,94.22,95.09,658144
7/6/2020 16:00:00,96.49,96.62,94.84,95,540870
7/7/2020 16:00:00,93.12,94.48,92.59,93.71,590834
7/8/2020 16:00:00,93.36,93.82,92.29,93.01,779099
7/9/2020 16:00:00,92.98,93.08,89.67,90.19,1097591
7/10/2020 16:00:00,90.35,91.84,90.12,91.55,828873
7/13/2020 16:00:00,92.49,93.78,91.03,91.49,507307
7/14/2020 16:00:00,91.76,92.1,89.98,90.61,706003
7/15/2020 16:00:00,91.88,94.13,91.33,94.04,615518
7/16/2020 16:00:00,94.48,94.48,91.82,92.91,378349
7/17/2020 16:00:00,93.28,93.79,92.08,92.66,410121
7/20/2020 16:00:00,92.68,94.93,92.01,93.32,674073
7/21/2020 16:00:00,95,95.02,92.74,93.12,684258
7/22/2020 16:00:00,93.55,93.55,90.91,91.65,836797
7/23/2020 16:00:00,91.49,92.79,90.58,91.21,868006
7/24/2020 16:00:00,90.45,91.14,88.96,89.46,722488
7/27/2020 16:00:00,89.34,90,87.22,87.33,771827
7/28/2020 16:00:00,87.78,89.46,87.3,87.43,698845
7/29/2020 16:00:00,87.64,89.5,86.74,89.14,569928
7/30/2020 16:00:00,87.8,89.33,86.89,86.89,911753
7/31/2020 16:00:00,87.39,87.88,85.54,87.7,1114102
8/3/2020 16:00:00,86.92,88.29,85.15,86.33,862908
8/4/2020 16:00:00,87.14,88.2,85.58,85.58,872425
